RecordedAtTime,DirectionRef,PublishedLineName,OriginName,OriginLat,OriginLong,DestinationName,DestinationLat,DestinationLong,VehicleRef,VehicleLocation.Latitude,VehicleLocation.Longitude,NextStopPointName,ArrivalProximityText,DistanceFromStop,ExpectedArrivalTime,ScheduledArrivalTime
2017-06-01 00:03:34,0,B8,4 AV/95 ST,40.616104,-74.031143,BROWNSVILLE ROCKAWAY AV,40.656048,-73.907379,NYCT_430,40.63517,-73.960803,FOSTER AV/E 18 ST,approaching,76,2017-06-01 00:03:59,24:06:14
2017-06-01 00:03:43,1,S61,ST GEORGE FERRY/S61 & S91,40.643169,-74.073494,S I MALL YUKON AV,40.575935,-74.167686,NYCT_8263,40.590802,-74.15834,MERRYMOUNT ST/TRAVIS AV,approaching,62,2017-06-01 00:03:56,23:58:02
2017-06-01 00:03:49,0,Bx10,E 206 ST/BAINBRIDGE AV,40.875008,-73.880142,RIVERDALE 263 ST,40.912376,-73.902534,NYCT_4223,40.88601,-73.912647,HENRY HUDSON PKY E/W 235 ST,at stop,5,2017-06-01 00:03:56,24:00:53
2017-06-01 00:03:31,0,Q5,TEARDROP/LAYOVER,40.701748,-73.802399,ROSEDALE LIRR STA via MERRICK,40.666012,-73.735939,NYCT_8422,40.668002,-73.729348,HOOK CREEK BL/SUNRISE HY,< 1 stop away,267,2017-06-01 00:04:03,24:03:00
2017-06-01 00:03:22,1,Bx1,RIVERDALE AV/W 231 ST,40.881187,-73.90934,MOTT HAVEN 136 ST via CONCOURSE,40.809654,-73.92836,NYCT_4710,40.868134,-73.893032,GRAND CONCOURSE/E 196 ST,at stop,11,2017-06-01 00:03:56,23:59:38
2017-06-01 00:03:40,0,M1,4 AV/E 10 ST,40.731342,-73.990288,HARLEM 147 ST via MADISON,40.82111,-73.935898,NYCT_3831,40.792897,-73.950023,MADISON AV/E 106 ST,approaching,73,2017-06-01 00:03:56,24:02:35
2017-06-01 00:03:24,0,B31,GERRITSEN AV/GERRITSEN BEACH,40.587101,-73.918503,MIDWOOD KINGS HWY STA,40.608433,-73.9571,NYCT_4611,40.587024,-73.918623,GERRITSEN AV/GERRITSEN BEACH,at stop,0,NA,24:08:00
2017-06-01 00:03:29,0,B83,GATEWAY CTR TERM/GATEWAY DR,40.652649,-73.877029,BWAY JCT VN SNDRN AV,40.678139,-73.903572,NYCT_4841,40.648801,-73.882682,PENNSYLVANIA AV/DELMAR LOOP N,< 1 stop away,196,2017-06-01 00:04:13,23:58:47
2017-06-01 00:03:27,0,B82,STILLWELL TERMINAL BUS LOOP,40.57708,-73.981293,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,40.64299,-73.878326,NYCT_6592,40.632258,-73.918318,FLATLANDS AV/RALPH AV,approaching,35,2017-06-01 00:03:56,24:00:00
2017-06-01 00:03:51,1,S59,RICHMOND TER/PARK AV #3,40.640167,-74.130966,HYLAN BL,40.53426,-74.154213,NYCT_8279,40.590689,-74.165811,RICHMOND AV/NOME AV,approaching,31,2017-06-01 00:03:56,24:01:14
2017-06-01 00:03:48,0,Bx28,VALENTINE AV/E 192 ST,40.864079,-73.894615,CO-OP CITY EARHART LA via GUNHILL,40.860828,-73.82267,NYCT_8334,40.876032,-73.829543,DREISER LOOP/DEBS PL,< 1 stop away,207,2017-06-01 00:04:29,23:48:35
2017-06-01 00:03:52,1,B1,87 ST/4 Av,40.621925,-74.028496,MANHATTAN BEACH KINGSBORO CC,40.578094,-73.94017,NYCT_7141,40.602164,-73.994162,86 ST/BAY PY,at stop,22,2017-06-01 00:03:57,24:05:55
2017-06-01 00:03:35,1,B26,WYCKOFF ST/PALMETTO ST,40.69915,-73.910477,DNTWN BKLYN TILLARY ST via HALSEY,40.693939,-73.990311,NYCT_6503,40.693922,-73.990411,CADMAN PZ W/TILLARY ST,approaching,47,NA,NA
2017-06-01 00:03:34,0,Bx39,SOUNDVIEW AV/STEPHENS AV,40.807869,-73.852715,WAKEFIELD 241 ST via WHITE PLS RD,40.903309,-73.849922,NYCT_4723,40.869763,-73.867221,WHITE PLAINS RD/BURKE AV,< 1 stop away,170,2017-06-01 00:04:18,24:04:12
2017-06-01 00:03:24,1,M66,E 67 ST/YORK AV,40.763908,-73.956299,LINCOLN CTR WEST END AV XTOWN,40.775906,-73.986809,NYCT_5131,40.773762,-73.981962,W 66 ST/BROADWAY,approaching,76,2017-06-01 00:04:15,24:00:37
2017-06-01 00:03:36,1,Bx31,VAN CORTLANDT PK E/E 242 ST,40.90266,-73.868378,WESTCHESTER SQ,40.841076,-73.84285,NYCT_274,40.841608,-73.843465,TREMONT AV/LANE AV,approaching,78,2017-06-01 00:03:55,24:05:00
